document_id,chunk_id,entity_type,entity_id,text,language,embed,city,region,category,latitude,longitude,rating,rating_scale,rating_norm,price_sar,source,source_id,source_url,data_period,snapshot_date,retrieved_at,is_live
places_06592,,place,places_06592,SAAD ALGHAMDI FOR FAST FOOD — restaurants in Riyadh. Rated 4.2/5 (16 reviews).,en,True,Riyadh,Riyadh,restaurants,24.738632,46.811602,4.2,5.0,0.8400000000000001,,riyadh_places_kaggle,6593.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06593,,place,places_06593,Karak Chapatti the way — restaurants in Riyadh. Rated 4.4/5 (181 reviews).,en,True,Riyadh,Riyadh,restaurants,24.81983001,46.78928686,4.4,5.0,0.8800000000000001,,riyadh_places_kaggle,6594.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06594,,place,places_06594,Tanour Al Hindi — restaurants in Riyadh. Rated 5.0/5 (5 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7352918,46.8142275,5.0,5.0,1.0,,riyadh_places_kaggle,6595.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06595,,place,places_06595,Qaisar Al Arab — restaurants in Riyadh. (0 reviews).,en,True,Riyadh,Riyadh,restaurants,24.753838,46.81681,,5.0,,,riyadh_places_kaggle,6596.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06596,,place,places_06596,kottouf sweets — restaurants in Riyadh. Rated 4.1/5 (19 reviews).,en,True,Riyadh,Riyadh,restaurants,24.753929,46.8169051,4.1,5.0,0.82,,riyadh_places_kaggle,6597.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06597,,place,places_06597,Arsh alhalaa — restaurants in Riyadh. Rated 5.0/5 (2 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7533013,46.81742113,5.0,5.0,1.0,,riyadh_places_kaggle,6598.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06598,,place,places_06598,Tasaly Rakan Zainab — restaurants in Riyadh. Rated 3.5/5 (40 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7605563,46.8182695,3.5,5.0,0.7,,riyadh_places_kaggle,6599.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06599,,place,places_06599,Hara Masria — restaurants in Riyadh. Rated 4.2/5 (618 reviews).,en,True,Riyadh,Riyadh,restaurants,24.67866065,46.77718415,4.2,5.0,0.8400000000000001,,riyadh_places_kaggle,6600.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06600,,place,places_06600,KYAN — restaurants in Riyadh. Rated 3.8/5 (26 reviews).,en,True,Riyadh,Riyadh,restaurants,24.8284242,46.7850302,3.8,5.0,0.76,,riyadh_places_kaggle,6601.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06601,,place,places_06601,Kunafat Lojeen — restaurants in Riyadh. Rated 3.8/5 (48 reviews).,en,True,Riyadh,Riyadh,restaurants,24.70186588,46.80319514,3.8,5.0,0.76,,riyadh_places_kaggle,6602.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06602,,place,places_06602,Shaabiyat Fawali — restaurants in Riyadh. Rated 4.0/5 (230 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7639243,46.8204735,4.0,5.0,0.8,,riyadh_places_kaggle,6603.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06603,,place,places_06603,Fusto Café — restaurants in Riyadh. Rated 3.0/5 (2 reviews).,en,True,Riyadh,Riyadh,restaurants,24.72589732,46.81575403,3.0,5.0,0.6,,riyadh_places_kaggle,6604.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06604,,place,places_06604,Lime juice — restaurants in Riyadh. Rated 4.2/5 (8 reviews).,en,True,Riyadh,Riyadh,restaurants,24.70175,46.8034675,4.2,5.0,0.8400000000000001,,riyadh_places_kaggle,6605.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06605,,place,places_06605,New Chef — restaurants in Riyadh. Rated 3.9/5 (13 reviews).,en,True,Riyadh,Riyadh,restaurants,24.70311951,46.80468412,3.9,5.0,0.78,,riyadh_places_kaggle,6606.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06606,,place,places_06606,Jaddaty Hessa Cafe — restaurants in Riyadh. Rated 4.5/5 (110 reviews).,en,True,Riyadh,Riyadh,restaurants,24.749697,46.821907,4.5,5.0,0.9,,riyadh_places_kaggle,6607.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06607,,place,places_06607,Hala Pizza — restaurants in Riyadh. (0 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7034908,46.8059951,,5.0,,,riyadh_places_kaggle,6608.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06608,,place,places_06608,Today Pasta — restaurants in Riyadh. Rated 4.3/5 (15 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7034908,46.8059951,4.3,5.0,0.86,,riyadh_places_kaggle,6609.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06609,,place,places_06609,Hatlee Taste Pizza — restaurants in Riyadh. Rated 4.4/5 (8 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7034908,46.8059951,4.4,5.0,0.8800000000000001,,riyadh_places_kaggle,6610.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06610,,place,places_06610,Al Douk Broasted — restaurants in Riyadh. Rated 4.2/5 (67 reviews).,en,True,Riyadh,Riyadh,restaurants,24.704042,46.806788,4.2,5.0,0.8400000000000001,,riyadh_places_kaggle,6611.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06611,,place,places_06611,Sidon Bakery and Cake — restaurants in Riyadh. (0 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7651219,46.8222817,,5.0,,,riyadh_places_kaggle,6612.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06612,,place,places_06612,Shorouk Al Karawan restaurant — restaurants in Riyadh. Rated 4.1/5 (34 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7288725,46.81872766,4.1,5.0,0.82,,riyadh_places_kaggle,6613.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06613,,place,places_06613,Shrooq Al Karawan Al Bukhari — restaurants in Riyadh. Rated 4.3/5 (916 reviews).,en,True,Riyadh,Riyadh,restaurants,24.728881,46.818742,4.3,5.0,0.86,,riyadh_places_kaggle,6614.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06614,,place,places_06614,ALFARID — restaurants in Riyadh. (0 reviews).,en,True,Riyadh,Riyadh,restaurants,24.6795376,46.7852531,,5.0,,,riyadh_places_kaggle,6615.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06615,,place,places_06615,Mini Pancake — restaurants in Riyadh. Rated 4.7/5 (27 reviews).,en,True,Riyadh,Riyadh,restaurants,24.750693,46.82286228,4.7,5.0,0.9400000000000001,,riyadh_places_kaggle,6616.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06616,,place,places_06616,Shawarma Dinner — restaurants in Riyadh. Rated 3.9/5 (17 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7510259,46.823267,3.9,5.0,0.78,,riyadh_places_kaggle,6617.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06617,,place,places_06617,Dosa Corner — restaurants in Riyadh. Rated 5.0/5 (1 reviews).,en,True,Riyadh,Riyadh,restaurants,24.65905153,46.75090983,5.0,5.0,1.0,,riyadh_places_kaggle,6618.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06618,,place,places_06618,Hadrami Corner for popular food — restaurants in Riyadh. Rated 3.6/5 (70 reviews).,en,True,Riyadh,Riyadh,restaurants,24.82238488,46.79990304,3.6,5.0,0.72,,riyadh_places_kaggle,6619.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06619,,place,places_06619,Shuyukh coffee — restaurants in Riyadh. Rated 4.4/5 (25 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7515154,46.8262796,4.4,5.0,0.8800000000000001,,riyadh_places_kaggle,6620.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06620,,place,places_06620,Taraf cafe — restaurants in Riyadh. (0 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7438716,46.8256911,,5.0,,,riyadh_places_kaggle,6621.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06621,,place,places_06621,Broasted Kufi Najd — restaurants in Riyadh. Rated 4.3/5 (48 reviews).,en,True,Riyadh,Riyadh,restaurants,24.708842,46.81443,4.3,5.0,0.86,,riyadh_places_kaggle,6622.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06622,,place,places_06622,NINETY SEVEN BUFFET — restaurants in Riyadh. Rated 4.3/5 (109 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7102511,46.8154088,4.3,5.0,0.86,,riyadh_places_kaggle,6623.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06623,,place,places_06623,Forno — restaurants in Riyadh. Rated 4.3/5 (69 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7747872,46.825427,4.3,5.0,0.86,,riyadh_places_kaggle,6624.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06624,,place,places_06624,MILAF SWEET — restaurants in Riyadh. Rated 5.0/5 (3 reviews).,en,True,Riyadh,Riyadh,restaurants,24.68420912,46.79741768,5.0,5.0,1.0,,riyadh_places_kaggle,6625.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06625,,place,places_06625,Awraq Enab — restaurants in Riyadh. Rated 4.1/5 (92 reviews).,en,True,Riyadh,Riyadh,restaurants,24.68425087,46.79756387,4.1,5.0,0.82,,riyadh_places_kaggle,6626.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06626,,place,places_06626,Baja Zaman — restaurants in Riyadh. Rated 3.9/5 (18 reviews).,en,True,Riyadh,Riyadh,restaurants,24.74649804,46.83039699,3.9,5.0,0.78,,riyadh_places_kaggle,6627.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06627,,place,places_06627,Fakhr Al Walima Restaurants Kitchens — restaurants in Riyadh. Rated 3.8/5 (6 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7383044,46.8299154,3.8,5.0,0.76,,riyadh_places_kaggle,6628.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06628,,place,places_06628,Pizza Awwal Fatira — restaurants in Riyadh. Rated 4.3/5 (6 reviews).,en,True,Riyadh,Riyadh,restaurants,24.690266,46.811694,4.3,5.0,0.86,,riyadh_places_kaggle,6629.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06629,,place,places_06629,Bait Akbar — restaurants in Riyadh. Rated 4.3/5 (22 reviews).,en,True,Riyadh,Riyadh,restaurants,24.74124737,46.83403528,4.3,5.0,0.86,,riyadh_places_kaggle,6630.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06630,,place,places_06630,Grilled Burgers — restaurants in Riyadh. Rated 4.1/5 (21 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7118987,46.825473,4.1,5.0,0.82,,riyadh_places_kaggle,6631.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06631,,place,places_06631,SAVA — restaurants in Riyadh. Rated 4.4/5 (74 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7162399,46.8283125,4.4,5.0,0.8800000000000001,,riyadh_places_kaggle,6632.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06632,,place,places_06632,Shawarma House Fresh — restaurants in Riyadh. Rated 3.6/5 (130 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7314727,46.8343342,3.6,5.0,0.72,,riyadh_places_kaggle,6633.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06633,,place,places_06633,Juice Moment — restaurants in Riyadh. Rated 4.0/5 (2 reviews).,en,True,Riyadh,Riyadh,restaurants,24.746805,46.837095,4.0,5.0,0.8,,riyadh_places_kaggle,6634.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06634,,place,places_06634,Milano Pizza Pasta — restaurants in Riyadh. Rated 4.0/5 (261 reviews).,en,True,Riyadh,Riyadh,restaurants,24.746787,46.837379,4.0,5.0,0.8,,riyadh_places_kaggle,6635.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06635,,place,places_06635,Bakeries Lahib — restaurants in Riyadh. Rated 4.3/5 (34 reviews).,en,True,Riyadh,Riyadh,restaurants,24.743637,46.83868,4.3,5.0,0.86,,riyadh_places_kaggle,6636.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06636,,place,places_06636,Koshari El Nile — restaurants in Riyadh. Rated 2.8/5 (302 reviews).,en,True,Riyadh,Riyadh,restaurants,24.73919755,46.83830028,2.8,5.0,0.5599999999999999,,riyadh_places_kaggle,6637.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06637,,place,places_06637,ATYAF AL KHALEEJ Restaurants and kitchens — restaurants in Riyadh. Rated 4.4/5 (12 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7360928,46.8380028,4.4,5.0,0.8800000000000001,,riyadh_places_kaggle,6638.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06638,,place,places_06638,Castle grill — restaurants in Riyadh. Rated 3.0/5 (8 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7180937,46.8329748,3.0,5.0,0.6,,riyadh_places_kaggle,6639.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06639,,place,places_06639,Alam ALkhalia — restaurants in Riyadh. Rated 3.7/5 (7 reviews).,en,True,Riyadh,Riyadh,restaurants,24.68294319,46.81463849,3.7,5.0,0.74,,riyadh_places_kaggle,6640.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06640,,place,places_06640,Beit Karem — restaurants in Riyadh. Rated 4.2/5 (286 reviews).,en,True,Riyadh,Riyadh,restaurants,24.68275,46.814801,4.2,5.0,0.8400000000000001,,riyadh_places_kaggle,6641.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06641,,place,places_06641,Liver &amp; More Restaurant — restaurants in Riyadh. Rated 2.8/5 (13 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7437858,46.8420554,2.8,5.0,0.5599999999999999,,riyadh_places_kaggle,6642.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06642,,place,places_06642,Mthaq Alambratwr — restaurants in Riyadh. Rated 3.9/5 (13 reviews).,en,True,Riyadh,Riyadh,restaurants,24.710243,46.83277,3.9,5.0,0.78,,riyadh_places_kaggle,6643.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06643,,place,places_06643,Tasali Ruru — restaurants in Riyadh. Rated 5.0/5 (9 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7435846,46.8426872,5.0,5.0,1.0,,riyadh_places_kaggle,6644.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06644,,place,places_06644,Shawrmah — restaurants in Riyadh. Rated 3.9/5 (105 reviews).,en,True,Riyadh,Riyadh,restaurants,24.709302,46.833368,3.9,5.0,0.78,,riyadh_places_kaggle,6645.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06645,,place,places_06645,Crepe &amp; More — restaurants in Riyadh. Rated 4.5/5 (8 reviews).,en,True,Riyadh,Riyadh,restaurants,24.6911973,46.8231338,4.5,5.0,0.9,,riyadh_places_kaggle,6646.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06646,,place,places_06646,Loqaymat Foton — restaurants in Riyadh. Rated 4.4/5 (22 reviews).,en,True,Riyadh,Riyadh,restaurants,24.73777208,46.84392732,4.4,5.0,0.8800000000000001,,riyadh_places_kaggle,6647.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06647,,place,places_06647,Ladhat Waraq Enab — restaurants in Riyadh. Rated 4.5/5 (25 reviews).,en,True,Riyadh,Riyadh,restaurants,24.737763,46.843998,4.5,5.0,0.9,,riyadh_places_kaggle,6648.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06648,,place,places_06648,Kingdom of Marines — restaurants in Riyadh. Rated 4.0/5 (100 reviews).,en,True,Riyadh,Riyadh,restaurants,24.72926528,46.84317491,4.0,5.0,0.8,,riyadh_places_kaggle,6649.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06649,,place,places_06649,Majbus Aldaar — restaurants in Riyadh. Rated 4.3/5 (33 reviews).,en,True,Riyadh,Riyadh,restaurants,24.72238,46.841557,4.3,5.0,0.86,,riyadh_places_kaggle,6650.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06650,,place,places_06650,ALJISR ALMOALAQ Grills — restaurants in Riyadh. Rated 4.1/5 (396 reviews).,en,True,Riyadh,Riyadh,restaurants,24.72879205,46.84353872,4.1,5.0,0.82,,riyadh_places_kaggle,6651.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06651,,place,places_06651,Luxury juice — restaurants in Riyadh. Rated 2.7/5 (7 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7273758,46.8452103,2.7,5.0,0.54,,riyadh_places_kaggle,6652.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06652,,place,places_06652,Oven station — restaurants in Riyadh. Rated 4.1/5 (148 reviews).,en,True,Riyadh,Riyadh,restaurants,24.727246,46.845208,4.1,5.0,0.82,,riyadh_places_kaggle,6653.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06653,,place,places_06653,Beit Al Biryani An Nasim — restaurants in Riyadh. Rated 4.2/5 (5 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7295298,46.8499886,4.2,5.0,0.8400000000000001,,riyadh_places_kaggle,6654.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06654,,place,places_06654,AL Dahi Restaurant — restaurants in Riyadh. Rated 3.8/5 (36 reviews).,en,True,Riyadh,Riyadh,restaurants,24.72209434,46.84923375,3.8,5.0,0.76,,riyadh_places_kaggle,6655.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06655,,place,places_06655,SAFWA TIME — restaurants in Riyadh. Rated 4.0/5 (2 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7279601,46.8510932,4.0,5.0,0.8,,riyadh_places_kaggle,6656.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06656,,place,places_06656,LVIV BURGER &amp; SANDWICH — restaurants in Riyadh. Rated 5.0/5 (1 reviews).,en,True,Riyadh,Riyadh,restaurants,24.8226875,46.8354375,5.0,5.0,1.0,,riyadh_places_kaggle,6657.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06657,,place,places_06657,Mexican Spicy — restaurants in Riyadh. (0 reviews).,en,True,Riyadh,Riyadh,restaurants,24.67720326,46.82685788,,5.0,,,riyadh_places_kaggle,6658.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06658,,place,places_06658,Falafel Namar — restaurants in Riyadh. Rated 4.1/5 (12 reviews).,en,True,Riyadh,Riyadh,restaurants,24.79373413,46.85037282,4.1,5.0,0.82,,riyadh_places_kaggle,6659.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06659,,place,places_06659,Alneyaz Corner — restaurants in Riyadh. Rated 4.3/5 (9 reviews).,en,True,Riyadh,Riyadh,restaurants,24.8466147,46.8250691,4.3,5.0,0.86,,riyadh_places_kaggle,6660.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06660,,place,places_06660,Star World — restaurants in Riyadh. Rated 4.3/5 (14 reviews).,en,True,Riyadh,Riyadh,restaurants,24.8026987,46.8542319,4.3,5.0,0.86,,riyadh_places_kaggle,6661.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06661,,place,places_06661,Kabsa Hamam — restaurants in Riyadh. Rated 4.1/5 (56 reviews).,en,True,Riyadh,Riyadh,restaurants,24.685657,46.843305,4.1,5.0,0.82,,riyadh_places_kaggle,6662.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06662,,place,places_06662,Broasted Almokhtar — restaurants in Riyadh. Rated 4.4/5 (469 reviews).,en,True,Riyadh,Riyadh,restaurants,24.61989094,46.74994066,4.4,5.0,0.8800000000000001,,riyadh_places_kaggle,6663.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06663,,place,places_06663,Shaebiat Alzaman Aljamil — restaurants in Riyadh. Rated 4.2/5 (912 reviews).,en,True,Riyadh,Riyadh,restaurants,24.6195808,46.7505841,4.2,5.0,0.8400000000000001,,riyadh_places_kaggle,6664.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06664,,place,places_06664,Wahat Almandii — restaurants in Riyadh. Rated 4.3/5 (742 reviews).,en,True,Riyadh,Riyadh,restaurants,24.6193672,46.7507957,4.3,5.0,0.86,,riyadh_places_kaggle,6665.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06665,,place,places_06665,Brosted Alshallal — restaurants in Riyadh. Rated 4.4/5 (81 reviews).,en,True,Riyadh,Riyadh,restaurants,24.6193672,46.7507957,4.4,5.0,0.8800000000000001,,riyadh_places_kaggle,6666.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06666,,place,places_06666,broasted hamana — restaurants in Riyadh. Rated 4.1/5 (18 reviews).,en,True,Riyadh,Riyadh,restaurants,24.6190954,46.7511161,4.1,5.0,0.82,,riyadh_places_kaggle,6667.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06667,,place,places_06667,Shawarma 73 — restaurants in Riyadh. Rated 4.5/5 (195 reviews).,en,True,Riyadh,Riyadh,restaurants,24.6190954,46.7511161,4.5,5.0,0.9,,riyadh_places_kaggle,6668.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06668,,place,places_06668,NASAMAT ALSHALAL RESTAURANT — restaurants in Riyadh. Rated 4.3/5 (332 reviews).,en,True,Riyadh,Riyadh,restaurants,24.6188149,46.7515639,4.3,5.0,0.86,,riyadh_places_kaggle,6669.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06669,,place,places_06669,Hashwa — restaurants in Riyadh. Rated 4.1/5 (44 reviews).,en,True,Riyadh,Riyadh,restaurants,24.8003585,46.8593533,4.1,5.0,0.82,,riyadh_places_kaggle,6670.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06670,,place,places_06670,Pizza Pistoia — restaurants in Riyadh. Rated 3.7/5 (119 reviews).,en,True,Riyadh,Riyadh,restaurants,24.6180574,46.752842,3.7,5.0,0.74,,riyadh_places_kaggle,6671.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06671,,place,places_06671,Biryani &amp; More — restaurants in Riyadh. Rated 3.3/5 (23 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7923655,46.8627564,3.3,5.0,0.6599999999999999,,riyadh_places_kaggle,6672.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06672,,place,places_06672,Healthy &amp; more — restaurants in Riyadh. Rated 3.8/5 (23 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7923655,46.8627564,3.8,5.0,0.76,,riyadh_places_kaggle,6673.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06673,,place,places_06673,Hardest — restaurants in Riyadh. Rated 4.0/5 (7 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7923597,46.8629055,4.0,5.0,0.8,,riyadh_places_kaggle,6674.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06674,,place,places_06674,Bon Burger — restaurants in Riyadh. (0 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7923597,46.8629055,,5.0,,,riyadh_places_kaggle,6675.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06675,,place,places_06675,Burger Zone — restaurants in Riyadh. Rated 4.0/5 (18 reviews).,en,True,Riyadh,Riyadh,restaurants,24.79248,46.863008,4.0,5.0,0.8,,riyadh_places_kaggle,6676.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06676,,place,places_06676,Luluat Alfatira Aldimashqia — restaurants in Riyadh. Rated 4.6/5 (32 reviews).,en,True,Riyadh,Riyadh,restaurants,24.80398117,46.86270526,4.6,5.0,0.9199999999999999,,riyadh_places_kaggle,6677.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06677,,place,places_06677,Fawal Al Qariah — restaurants in Riyadh. Rated 4.0/5 (13 reviews).,en,True,Riyadh,Riyadh,restaurants,24.79510827,46.8657878,4.0,5.0,0.8,,riyadh_places_kaggle,6678.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06678,,place,places_06678,fawal Habob Al Taif Restaurant — restaurants in Riyadh. Rated 4.6/5 (35 reviews).,en,True,Riyadh,Riyadh,restaurants,24.795103,46.865827,4.6,5.0,0.9199999999999999,,riyadh_places_kaggle,6679.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06679,,place,places_06679,Kunafat Hala W Bass — restaurants in Riyadh. Rated 4.1/5 (25 reviews).,en,True,Riyadh,Riyadh,restaurants,24.79393569,46.8667775,4.1,5.0,0.82,,riyadh_places_kaggle,6680.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06680,,place,places_06680,Ustul Bukhari — restaurants in Riyadh. Rated 3.5/5 (8 reviews).,en,True,Riyadh,Riyadh,restaurants,24.65943636,46.8321526,3.5,5.0,0.7,,riyadh_places_kaggle,6681.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06681,,place,places_06681,Newstart — restaurants in Riyadh. Rated 3.9/5 (17 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7939356,46.8668114,3.9,5.0,0.78,,riyadh_places_kaggle,6682.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06682,,place,places_06682,Miskt ghena — flowers_and_plants in Riyadh. Rated 4.9/5 (16 reviews).,en,True,Riyadh,Riyadh,flowers_and_plants,24.7938935,46.8668594,4.9,5.0,0.9800000000000001,,riyadh_places_kaggle,6683.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06683,,place,places_06683,GRILL BURGER — restaurants in Riyadh. Rated 3.7/5 (24 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7938693,46.8668763,3.7,5.0,0.74,,riyadh_places_kaggle,6684.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06684,,place,places_06684,Lab Juice — restaurants in Riyadh. Rated 5.0/5 (5 reviews).,en,True,Riyadh,Riyadh,restaurants,24.793831,46.866962,5.0,5.0,1.0,,riyadh_places_kaggle,6685.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06685,,place,places_06685,Fatirat Wa Karak — restaurants in Riyadh. Rated 4.4/5 (28 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7944419,46.8668196,4.4,5.0,0.8800000000000001,,riyadh_places_kaggle,6686.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06686,,place,places_06686,Luqaimat Al Sanabel — restaurants in Riyadh. Rated 3.9/5 (120 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7931678,46.868037,3.9,5.0,0.78,,riyadh_places_kaggle,6687.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06687,,place,places_06687,Falafel Sahn — restaurants in Riyadh. Rated 4.4/5 (95 reviews).,en,True,Riyadh,Riyadh,restaurants,24.793425,46.868069,4.4,5.0,0.8800000000000001,,riyadh_places_kaggle,6688.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06688,,place,places_06688,BUKHARI MQAMMAR — restaurants in Riyadh. Rated 3.9/5 (32 reviews).,en,True,Riyadh,Riyadh,restaurants,24.7925475,46.8687443,3.9,5.0,0.78,,riyadh_places_kaggle,6689.0,,static,,2026-09-13T06:37:48.725748+00:00,False
places_06689,,place,places_06689,Lamsat Al Hijaz — restaurants in Riyadh. Rated 3.7/5 (105 reviews).,en,True,Riyadh,Riyadh,restaurants,24.8072572,46.8655941,3.7,5.0,0.74,,riyadh_places_kaggle,6690.0,,static,,2026-09-13T06:37:48.725748+00:00,False
